mifal_input_audit_version,mifal_variable,role,adapter_status,panel_columns_expected,panel_columns_found,panel_units,mifal_units,rows,present_rows,missing_rows,coverage_rate,adapter_note,split,horizon_months
mifal_input_audit_v0,Turb,light_support,direct_observable,mean_turbidity_NTU,mean_turbidity_NTU,NTU,NTU,2000,206,1794,0.103,Turbidity can support light limitation when Secchi is absent.,validation,3
mifal_input_audit_v0,DOb,optional_internal_loading,qualified_observable,mean_DO_mgL,mean_DO_mgL,mg/L,mg/L,2000,294,1706,0.147,Panel DO is not guaranteed to be bottom oxygen; treat as qualified evidence unless depth policy is added.,validation,3
mifal_input_audit_v0,Chl,minimum_biological_observation,direct_observable,mean_chlorophyll_a_ugL,mean_chlorophyll_a_ugL,ug/L,ug/L,2000,1919,81,0.9595,Origin-month Chl-a can assimilate the analysis state before forecasting.,validation,3
mifal_input_audit_v0,Chl_prev,minimum_biological_memory,constructible_from_origin,mean_chlorophyll_a_ugL,mean_chlorophyll_a_ugL,ug/L,ug/L,2000,1919,81,0.9595,First adapter can seed biological memory from origin-month Chl-a; later versions should audit explicit lags.,validation,3
mifal_input_audit_v0,Wind,minimum_hydrodynamics,unavailable_in_freeze,,,m/s,m/s,2000,0,2000,0.0,No wind or mixing column is present in the current frozen monthly panel.,validation,3
mifal_input_audit_v0,Residence,optional_hydrodynamics,unavailable_in_freeze,,,days,days,2000,0,2000,0.0,No lake-specific residence-time column is present in the current frozen monthly panel.,validation,3
mifal_input_audit_v0,Flushing,optional_hydrodynamics,unavailable_in_freeze,,,day^-1,day^-1,2000,0,2000,0.0,No flushing-rate column is present in the current frozen monthly panel.,validation,3
mifal_input_audit_v0,Strat,optional_hydrodynamics,unavailable_in_freeze,,,"[0,1]","[0,1]",2000,0,2000,0.0,No stratification index is present in the current frozen monthly panel.,validation,3
mifal_input_audit_v0,Phyco,optional_biological_proxy,unavailable_in_freeze,,,source-specific,normalized_or_configured,2000,0,2000,0.0,Phyco signals were reserved for future extension and are not in the current canonical panel.,validation,3
mifal_input_audit_v0,Sat,optional_spatial_bloom_proxy,unavailable_in_freeze,,,"[0,1]","[0,1]",2000,0,2000,0.0,Satellite bloom index is not in the current frozen monthly panel.,validation,3
mifal_input_audit_v0,Visual,optional_qualitative_bloom_proxy,unavailable_in_freeze,,,"[0,1]","[0,1]",2000,0,2000,0.0,Visual bloom reports are not in the current frozen monthly panel.,validation,3
mifal_input_audit_v0,Rain,optional_runoff,unavailable_in_freeze,,,mm,mm,2000,0,2000,0.0,Recent precipitation is not in the current frozen monthly panel.,validation,3
mifal_input_audit_v0,LandLoad,optional_runoff,unavailable_in_freeze,,,"[0,1]","[0,1]",2000,0,2000,0.0,Land-load/runoff pressure is not in the current frozen monthly panel.,validation,3
